doc_id,year,agency,doc_type,section_type,section_number,layout_list_number,text,layout_type,layout_type_and_number,page_number,element_number_within_page,row
plans-2023-nasa-equity-action-plan_text_138.p18.0,2023,nasa-equity-action-plan,plans,text,138,NA,Strategy #3: Equity in Climate Data Accessibility and Environmental Justice: Increase Accessibility and Use of Earth Science Data in Underserved and Disadvantaged Communities to Inform Decision-Making.,Text,Text 138,18,0,4073
plans-2023-nasa-equity-action-plan_title_3.p18.1,2023,nasa-equity-action-plan,plans,title,3,NA,Whole-of-Government Equity Objective(s): Environmental Justice,Title,Title 3,18,1,4074
plans-2023-nasa-equity-action-plan_text_139.p18.2,2023,nasa-equity-action-plan,plans,text,139,NA,"Collaborating Agencies: National Oceanic and Atmospheric Administration (NOAA), National Science Foundation (NSF), U.S. Department of State",Text,Text 139,18,2,4075
plans-2023-nasa-equity-action-plan_section_header_24.p18.3,2023,nasa-equity-action-plan,plans,section-header,24,NA,Barriers to Equity:,Section header,Section header 24,18,3,4076
plans-2023-nasa-equity-action-plan_text_140.p18.4,2023,nasa-equity-action-plan,plans,text,140,NA,"NASA ESD conducted listening sessions and workshops, such as Understanding Needs to Broaden Outside Use of NASA Data (UNBOUND) for Environmental Justice and Air Quality, to understand how NASA Earth information can best serve communities. These sessions highlighted that underserved communities face unequal access to Earth information used to inform decision-making in their communities. For example, with technical skill requirements for access and data manipulation, hardware and internet requirements were shown to impose constraints on both who can access NASA data and where it can be accessed.",Text,Text 140,18,4,4077
plans-2023-nasa-equity-action-plan_text_141.p18.5,2023,nasa-equity-action-plan,plans,text,141,NA,"Evaluations focused on Earth system science education have highlighted that underserved communities also face a barrier to inquiry-based Earth system science education, which is heightened by gender and parental income gaps in environmental literacy, STEM identity, as well as confidence, skills, and interest in STEM.",Text,Text 141,18,5,4078
plans-2023-nasa-equity-action-plan_section_header_25.p18.6,2023,nasa-equity-action-plan,plans,section-header,25,NA,Evidence Base to Support Strategy:,Section header,Section header 25,18,6,4079
plans-2023-nasa-equity-action-plan_text_142_part_of_layout_list_20.p18.8,2023,nasa-equity-action-plan,plans,text,142,part_of_layout_list_20,"The ongoing UNBOUND series of workshops, listening and learning from current Equity and Environmental Justice (EEJ) projects and the Indigenous Peoples Initiative provided insight into barriers that will inform future work. This includes defining specific ways to address common challenges in data discoverability, exploration, and use, arising from discussions with these targeted communities around the use of data to address critical environmental challenges, like air quality.",Text,Text 142 - part of layout list 20,18,8,4080
plans-2023-nasa-equity-action-plan_text_143_part_of_layout_list_20.p18.9,2023,nasa-equity-action-plan,plans,text,143,part_of_layout_list_20,Global Learning and Observations to Benefit the Environment (GLOBE) has program-level and project-level evaluations. Advancing NASA's Climate Strategy highlights GLOBE as a program that promotes climate and environmental literacy to prepare the workforce of the future and will continue to inform actions to achieve equity.,Text,Text 143 - part of layout list 20,18,9,4081
plans-2023-nasa-equity-action-plan_text_144_part_of_layout_list_20.p18.10,2023,nasa-equity-action-plan,plans,text,144,part_of_layout_list_20,The Science Activation (SciAct) projects are guided by independent evaluators and work toward reaching specific underserved audiences based on specific needs. Evaluation data helps to identify barriers to accessing and using scientific data and validate strategies that reduce these barriers so that NASA can empower individuals to play an active role in addressing issues of importance to them.,Text,Text 144 - part of layout list 20,18,10,4082
plans-2023-nasa-equity-action-plan_section_header_26.p18.11,2023,nasa-equity-action-plan,plans,section-header,26,NA,Actions to Achieve Equity:,Section header,Section header 26,18,11,4083
plans-2023-nasa-equity-action-plan_text_145.p18.12,2023,nasa-equity-action-plan,plans,text,145,NA,NASA has taken or will take several actions to achieve equity:,Text,Text 145,18,12,4084
plans-2023-nasa-equity-action-plan_text_146.p18.13,2023,nasa-equity-action-plan,plans,text,146,NA,"Continue to contribute to the Justice40 Initiative through the Community Action and Climate & Resilience programs to reach disadvantaged communities disproportionately impacted by underinvestment. Community Action includes EEJ, Indigenous Peoples Initiative, and Prizes & Challenges.",Text,Text 146,18,13,4085
plans-2023-nasa-equity-action-plan_text_147_part_of_layout_list_21.p19.1,2023,nasa-equity-action-plan,plans,text,147,part_of_layout_list_21,"Provide trainings to increase awareness, accessibility, and use of NASA Earth information, particularly for underserved or overburdened2 groups who face unequal access to scientific data and education needed to address environmental challenges within their communities.",Text,Text 147 - part of layout list 21,19,1,4086
plans-2023-nasa-equity-action-plan_text_148_part_of_layout_list_21.p19.2,2023,nasa-equity-action-plan,plans,text,148,part_of_layout_list_21,"Continue Transform to Open Science (TOPS), NASA's ambitious five-year plan to accelerate adoption of open science, unrestricted sharing of software, data, and knowledge as early as possible in the scientific process. TOPS will create more advanced and inclusive research, build a more just and equitable world, and ensure everyone can participate in science. NASA will release a new curriculum to increase adoption of open science.",Text,Text 148 - part of layout list 21,19,2,4087
plans-2023-nasa-equity-action-plan_text_149_part_of_layout_list_21.p19.3,2023,nasa-equity-action-plan,plans,text,149,part_of_layout_list_21,"Advance Visualization, Exploration, and Data Analysis (VEDA), an open-source, cloud- based Earth Science platform that promotes more inclusive, accessible, and reproducible NASA science. VEDA provides interactive storytelling for environmental changes using Earth observation data and socioeconomic data to study areas such as EJ, greenhouse gases, sea-level rise, and air quality. Through migration of new datasets onto the cloud and continued development of visualization, analysis, and storytelling capabilities, VEDA will broaden user engagement with students, researchers, policymakers, and the general public. VEDA lowers the barrier for entry into science and supports capacity building.",Text,Text 149 - part of layout list 21,19,3,4088
plans-2023-nasa-equity-action-plan_text_150_part_of_layout_list_21.p19.4,2023,nasa-equity-action-plan,plans,text,150,part_of_layout_list_21,"Continually refine nine Earth-focused projects in the SciAct portfolio, which offers authentic science experiences. This includes interaction with data, hands-on learning, camps, and online learning resources. SciAct projects increase equity by focusing on underserved audiences such as rural, tribal, and immigrant communities, as well as neurodiverse learners.",Text,Text 150 - part of layout list 21,19,4,4089
plans-2023-nasa-equity-action-plan_text_151_part_of_layout_list_21.p19.5,2023,nasa-equity-action-plan,plans,text,151,part_of_layout_list_21,"Reach new audiences with the EIC. Specifically, support additional installations and continue to raise awareness of EIC resources that allow users to see how our planet is changing and provide easy-to-use resources to support decision makers in developing the tools they need to mitigate, adapt, and respond to climate change.",Text,Text 151 - part of layout list 21,19,5,4090
plans-2023-nasa-equity-action-plan_text_152_part_of_layout_list_21.p19.6,2023,nasa-equity-action-plan,plans,text,152,part_of_layout_list_21,"Maintain and expand the GLOBE Program, a worldwide science and education program that provides opportunities for students, educators, scientists, citizen scientists, and partners to better understand, sustain, and improve Earth's environment at local, regional, and global scales. GLOBE is currently implemented in 127 countries and the program will continue to collect participant data to assess the program's reach and impact.",Text,Text 152 - part of layout list 21,19,6,4091
plans-2023-nasa-equity-action-plan_text_153.p19.7,2023,nasa-equity-action-plan,plans,text,153,NA,"2 Overburdened Community is defined by the Environmental Protection Agency (EPA) as: """"Minority, low-income, tribal, or indigenous populations or geographic locations in the United States that potentially experience disproportionate environmental harms and risks. This disproportionality can be as a result of greater vulnerability to environmental hazards, lack of opportunity for public participation, or other factors. The term describes situations where multiple factors, including both environmental and socio-economic stressors, may act cumulatively to affect health and the environment and contribute to persistent environmental health disparities.""""",Text,Text 153,19,7,4092
plans-2023-nasa-equity-action-plan_title_4.p20.0,2023,nasa-equity-action-plan,plans,title,4,NA,Proposed Metrics (Outputs and Outcomes):,Title,Title 4,20,0,4093
plans-2023-nasa-equity-action-plan_text_154.p20.1,2023,nasa-equity-action-plan,plans,text,154,NA,Near- to Medium-Term:,Text,Text 154,20,1,4094
plans-2023-nasa-equity-action-plan_text_155_part_of_layout_list_22.p20.3,2023,nasa-equity-action-plan,plans,text,155,part_of_layout_list_22,Justice40:,Text,Text 155 - part of layout list 22,20,3,4095
plans-2023-nasa-equity-action-plan_text_156_part_of_layout_list_22.p20.4,2023,nasa-equity-action-plan,plans,text,156,part_of_layout_list_22,"The current EEJ landscape analysis projects that will be completed in 2023 will inform the next EEJ solicitation. The outputs of these projects will include reports, community engagement activities, Geographic Information System (GIS)-enabled tools and data such as the Climate and Economic Justice Screening Tool, and other products that can be used by decision makers in EJ communities, enhancing equity and reducing the unequal burdens they face in access to and use of Earth data. These products will be finalized between June 2023 to early 2025.",Text,Text 156 - part of layout list 22,20,4,4096
plans-2023-nasa-equity-action-plan_text_157_part_of_layout_list_22.p20.5,2023,nasa-equity-action-plan,plans,text,157,part_of_layout_list_22,"Outcomes under both Community Action and Climate & Resilience, including metrics such as number of individuals and institutions engaged, geographic extent of impacts, project results, etc., will be shared at various conferences, meetings, and workshops.",Text,Text 157 - part of layout list 22,20,5,4097
plans-2023-nasa-equity-action-plan_text_158_part_of_layout_list_22.p20.6,2023,nasa-equity-action-plan,plans,text,158,part_of_layout_list_22,"The Indigenous People's Initiative will conduct three remote sensing trainings, seven outreach presentations, and two learning (Indigenous yarning3) sessions with Indigenous communities.",Text,Text 158 - part of layout list 22,20,6,4098
plans-2023-nasa-equity-action-plan_text_159_part_of_layout_list_22.p20.7,2023,nasa-equity-action-plan,plans,text,159,part_of_layout_list_22,"TOPS: NASA TOPS will advance the understanding and adoption of open science with the roll out of an open science curriculum (target 2,000 people to earn a NASA """"Open Science Badge"""" designation), and broaden participation in historically excluded communities, including minority serving institutions, through awards, prizes, challenges, and hackathons.",Text,Text 159 - part of layout list 22,20,7,4099
plans-2023-nasa-equity-action-plan_text_160_part_of_layout_list_22.p20.8,2023,nasa-equity-action-plan,plans,text,160,part_of_layout_list_22,"VEDA: NASA will increase the number of datasets relevant to climate and EJ from 10 to 15, conduct four community outreach events, and create four new relevant stories (discoveries).",Text,Text 160 - part of layout list 22,20,8,4100
plans-2023-nasa-equity-action-plan_text_161_part_of_layout_list_22.p20.9,2023,nasa-equity-action-plan,plans,text,161,part_of_layout_list_22,SciAct: NASA will continue to increase the projects' reach (52 million learner interactions in 2022).,Text,Text 161 - part of layout list 22,20,9,4101
plans-2023-nasa-equity-action-plan_text_162_part_of_layout_list_22.p20.10,2023,nasa-equity-action-plan,plans,text,162,part_of_layout_list_22,EIC: The EIC will produce two stories that highlight environmental and climate issues that impact underserved communities and will enable easy access to Earth system data via its virtual website. The EIC will expand to reach new audiences through additional installations in public places.,Text,Text 162 - part of layout list 22,20,10,4102
plans-2023-nasa-equity-action-plan_section_header_27.p20.11,2023,nasa-equity-action-plan,plans,section-header,27,NA,Longer-Term:,Section header,Section header 27,20,11,4103
plans-2023-nasa-equity-action-plan_text_163.p20.12,2023,nasa-equity-action-plan,plans,text,163,NA,"Justice40: The products and lessons learned from each, including GIS-enabled tools, will be publicly available and used by underserved communities as well as their partners to inform EEJ-related decision-making at all levels. Fair, equitable engagements with Indigenous communities will be strengthened. Indigenous communities will be empowered to use Earth observation information for their decisions and actions. NASA will incorporate Indigenous knowledge in future work.",Text,Text 163,20,12,4104
plans-2023-nasa-equity-action-plan_text_164_part_of_layout_list_23.p21.1,2023,nasa-equity-action-plan,plans,text,164,part_of_layout_list_23,"TOPS: This program will enable 20,000 researchers to earn NASA's """"Open Science Badge,"""" double the participation of historically excluded groups across NASA science and enable five major scientific discoveries through open science principles.",Text,Text 164 - part of layout list 23,21,1,4105
plans-2023-nasa-equity-action-plan_text_165_part_of_layout_list_23.p21.2,2023,nasa-equity-action-plan,plans,text,165,part_of_layout_list_23,"SciAct: By 2025, NASA will increase science learners' active participation in the process of science through a variety of accessible opportunities that empower individuals to understand and address relevant issues.",Text,Text 165 - part of layout list 23,21,2,4106
plans-2023-nasa-equity-action-plan_section_header_28.p21.3,2023,nasa-equity-action-plan,plans,section-header,28,NA,Public Participation and Community Engagement:,Section header,Section header 28,21,3,4107
plans-2023-nasa-equity-action-plan_text_166_part_of_layout_list_24.p21.5,2023,nasa-equity-action-plan,plans,text,166,part_of_layout_list_24,"NASA will continue to solicit, consider, and act on community feedback through ongoing public listening sessions, as well as targeted workshops with diverse user communities, such as the Indigenous Peoples listening and knowledge sharing sessions, that will continue to assist in land management decisions and actions.",Text,Text 166 - part of layout list 24,21,5,4108
plans-2023-nasa-equity-action-plan_text_167_part_of_layout_list_24.p21.6,2023,nasa-equity-action-plan,plans,text,167,part_of_layout_list_24,"NASA will design a citizen science challenge focused on underserved women in emerging economy countries. It will also solicit projects under Equity and Environmental Justice and Climate & Resilience, all oriented towards engaging the communities they impact.",Text,Text 167 - part of layout list 24,21,6,4109
plans-2023-nasa-equity-action-plan_text_168_part_of_layout_list_24.p21.7,2023,nasa-equity-action-plan,plans,text,168,part_of_layout_list_24,"GLOBE is forming a U.S. GLOBE Evaluators Community of Practice, where GLOBE evaluators will share resources, experiences, and best practices to evaluate the outcomes of GLOBE activities.",Text,Text 168 - part of layout list 24,21,7,4110
plans-2023-nasa-equity-action-plan_text_169.p22.0,2023,nasa-equity-action-plan,plans,text,169,NA,Strategy #4: Equity for LEP Populations: Improve Language Access Policies to Expand Access for Limited English Proficient Populations to NASA Programs and Activities.,Text,Text 169,22,0,4111
plans-2023-nasa-equity-action-plan_text_170.p22.1,2023,nasa-equity-action-plan,plans,text,170,NA,Whole-of-Government Equity Objective(s): Civil Rights,Text,Text 170,22,1,4112
plans-2023-nasa-equity-action-plan_text_171.p22.2,2023,nasa-equity-action-plan,plans,text,171,NA,"Collaborating Agencies: U.S. Department of Justice, U.S. Census Bureau",Text,Text 171,22,2,4113
plans-2023-nasa-equity-action-plan_section_header_29.p22.3,2023,nasa-equity-action-plan,plans,section-header,29,NA,Barriers to Equity:,Section header,Section header 29,22,3,4114
plans-2023-nasa-equity-action-plan_text_172.p22.4,2023,nasa-equity-action-plan,plans,text,172,NA,"NASA programs and information are important to educating the public, increasing America's STEM capacity, and helping to foster the next generation of astronauts, scientists, and engineers. Making more of our public-facing products and events available in other languages will help to develop and sustain interest in STEM careers among individuals with limited English proficiency.",Text,Text 172,22,4,4115
plans-2023-nasa-equity-action-plan_text_173.p22.5,2023,nasa-equity-action-plan,plans,text,173,NA,"Although NASA has increased our materials available in languages other than English, most materials NASA prepares for the public are available solely in English. Materials in languages other than English are dispersed across many platforms and may not be easy for all users to find.",Text,Text 173,22,5,4116
plans-2023-nasa-equity-action-plan_text_174.p22.6,2023,nasa-equity-action-plan,plans,text,174,NA,"NASA's Agency Language Access Plan was issued in 2011, and since that time, our process for acquiring language services has changed. As a part of the 2022 Equity Action Plan, NASA developed or updated Language Access Plans for each of our ten Centers; these plans were finalized in early 2023. Integrating the Center plans into a revised Agency plan will provide employees and the public with a comprehensive guide to accessing language services at NASA. Educating the NASA workforce on the revised Agency and Center-level plans is necessary to increase employee understanding of and ability to fulfill their language access responsibilities.",Text,Text 174,22,6,4117
plans-2023-nasa-equity-action-plan_section_header_30.p22.7,2023,nasa-equity-action-plan,plans,section-header,30,NA,Evidence Base to Support Strategy:,Section header,Section header 30,22,7,4118
plans-2023-nasa-equity-action-plan_text_175_part_of_layout_list_25.p22.9,2023,nasa-equity-action-plan,plans,text,175,part_of_layout_list_25,"Recent census information indicates about 8.2 percent of the U.S. population over age five speaks English """"less than very well"""" and more than 25 million people in the U.S. are not proficient in English. Per the most recent U.S. Department of Education data, 10.3 percent of students enrolled in American public schools are limited English proficient (also referred to as English Learners (EL)). 4",Text,Text 175 - part of layout list 25,22,9,4119
plans-2023-nasa-equity-action-plan_text_176_part_of_layout_list_25.p22.10,2023,nasa-equity-action-plan,plans,text,176,part_of_layout_list_25,National Assessment of Educational Progress results gathered over the past decade indicate there is a persistent achievement gap in math and science for EL students at all grade levels measured. 5,Text,Text 176 - part of layout list 25,22,10,4120
plans-2023-nasa-equity-action-plan_text_177_part_of_layout_list_25.p22.11,2023,nasa-equity-action-plan,plans,text,177,part_of_layout_list_25,"The most recent report by the National Academies of Science, Engineering and Medicine found EL students' access to STEM instruction is limited by the perception that students must be proficient in English before engaging with STEM concepts. 6",Text,Text 177 - part of layout list 25,22,11,4121
plans-2023-nasa-equity-action-plan_text_178.p22.12,2023,nasa-equity-action-plan,plans,text,178,NA,"4 Digest of Education Statistics, 2022, """"Table 204.20. English learner students enrolled in public elementary and secondary schools, by state: Selected years, fall 2000 through fall 2020."""" 5 U.S. Department of Education, Institute of Education Sciences, National Center for Education Statistics, 2023, """"Mathematics Performance;"""" and U.S. Department of Education, Institute of Education Sciences, National Center for Education Statistics, 2022, """"Science Performance."""" 6 National Academies of Sciences, Engineering, and Medicine. 2018. English Learners in STEM Subjects: Transforming Classrooms, Schools, and Lives. Washington, DC: The National Academies Press.",Text,Text 178,22,12,4122
plans-2023-nasa-equity-action-plan_text_179_part_of_layout_list_26.p23.1,2023,nasa-equity-action-plan,plans,text,179,part_of_layout_list_26,EL students are underrepresented in STEM degree achievement and in the STEM workforce. 7,Text,Text 179 - part of layout list 26,23,1,4123
plans-2023-nasa-equity-action-plan_text_180_part_of_layout_list_26.p23.2,2023,nasa-equity-action-plan,plans,text,180,part_of_layout_list_26,"NASA participated in a language access stakeholder listening session hosted by the U.S. Department of Justice. Stakeholder discussion during the session was used to inform this strategy, including a recommendation that federal agencies be more transparent on how individuals can request language services.",Text,Text 180 - part of layout list 26,23,2,4124
plans-2023-nasa-equity-action-plan_section_header_31.p23.3,2023,nasa-equity-action-plan,plans,section-header,31,NA,Actions to Achieve Equity:,Section header,Section header 31,23,3,4125
plans-2023-nasa-equity-action-plan_text_181.p23.4,2023,nasa-equity-action-plan,plans,text,181,NA,NASA has taken or will take several actions to achieve equity:,Text,Text 181,23,4,4126
plans-2023-nasa-equity-action-plan_text_182_part_of_layout_list_27.p23.6,2023,nasa-equity-action-plan,plans,text,182,part_of_layout_list_27,"Complete the integration of updated Center Language Access Plans8 into the Agency Language Access Plan. Updating the plan will highlight recent changes to language service acquisition processes for employees, eliminate conflicts between the Agency plans and Center plans, and ensure the crucial role of NASA's Centers in implementing the plan is understood by employees.",Text,Text 182 - part of layout list 27,23,6,4127
plans-2023-nasa-equity-action-plan_text_183_part_of_layout_list_27.p23.7,2023,nasa-equity-action-plan,plans,text,183,part_of_layout_list_27,Develop and implement a communications plan to increase employee awareness of responsibilities under the Language Access Plan.,Text,Text 183 - part of layout list 27,23,7,4128
plans-2023-nasa-equity-action-plan_text_184_part_of_layout_list_27.p23.8,2023,nasa-equity-action-plan,plans,text,184,part_of_layout_list_27,"Expand Spanish-language communications as Spanish speakers make up approximately 63% of the LEP population. 9 This will include publishing a Spanish translation of the second part of the First Woman graphic novel, completing a pilot season for the podcast in Spanish Universo curioso de la NASA, and conducting a Spanish live show during the return of OSIRIS-REx in September 2023. NASA will provide Spanish language translation of new products for educators and students created within the Next Gen STEM project.",Text,Text 184 - part of layout list 27,23,8,4129
plans-2023-nasa-equity-action-plan_text_185_part_of_layout_list_27.p23.9,2023,nasa-equity-action-plan,plans,text,185,part_of_layout_list_27,Launch a centralized website for all of NASA's Spanish-language web content by 2026. This website will assist LEP individuals in locating existing Spanish content.,Text,Text 185 - part of layout list 27,23,9,4130
plans-2023-nasa-equity-action-plan_text_186_part_of_layout_list_27.p23.10,2023,nasa-equity-action-plan,plans,text,186,part_of_layout_list_27,Assess Spanish-language communications' resources and prioritize the addition of members to our Spanish-language communications teams to support the growing program.,Text,Text 186 - part of layout list 27,23,10,4131
plans-2023-nasa-equity-action-plan_section_header_32.p23.11,2023,nasa-equity-action-plan,plans,section-header,32,NA,Proposed Metrics (Outputs and Outcomes):,Section header,Section header 32,23,11,4132
plans-2023-nasa-equity-action-plan_text_187.p23.12,2023,nasa-equity-action-plan,plans,text,187,NA,Near- to Medium-Term:,Text,Text 187,23,12,4133
plans-2023-nasa-equity-action-plan_text_188_part_of_layout_list_28.p23.14,2023,nasa-equity-action-plan,plans,text,188,part_of_layout_list_28,Track number of visitors to NASA's centralized Spanish-language website.,Text,Text 188 - part of layout list 28,23,14,4134
plans-2023-nasa-equity-action-plan_text_189_part_of_layout_list_28.p23.15,2023,nasa-equity-action-plan,plans,text,189,part_of_layout_list_28,Measure growth in reach of NASA's Spanish-language social media sites.,Text,Text 189 - part of layout list 28,23,15,4135
plans-2023-nasa-equity-action-plan_text_190.p23.16,2023,nasa-equity-action-plan,plans,text,190,NA,Longer-Term:,Text,Text 190,23,16,4136
plans-2023-nasa-equity-action-plan_text_191_part_of_layout_list_29.p23.18,2023,nasa-equity-action-plan,plans,text,191,part_of_layout_list_29,Increased awareness among employees of resources for translating public-facing materials and programs into languages other than English.,Text,Text 191 - part of layout list 29,23,18,4137
plans-2023-nasa-equity-action-plan_text_192_part_of_layout_list_29.p23.19,2023,nasa-equity-action-plan,plans,text,192,part_of_layout_list_29,Increased access of NASA materials and programs in Spanish by LEP populations through our centralized Spanish-language website and Spanish-language social media sites.,Text,Text 192 - part of layout list 29,23,19,4138
plans-2023-nasa-equity-action-plan_text_193.p23.20,2023,nasa-equity-action-plan,plans,text,193,NA,"7 Ibid. 8 A Center Language Access Plan outlines the strategies and actions the Centers will take on an ongoing basis to address the language assistance needs of LEP persons participating in Center programs and activities. 9 U.S. Census Bureau, American Community Survey (ACS 1-Year Estimates) Language Census 2021, Table B16001, """"Language Spoken at Home by Ability to Speak English for the Population 5 Years and Over.""""",Text,Text 193,23,20,4139
plans-2023-nasa-equity-action-plan_text_194.p24.0,2023,nasa-equity-action-plan,plans,text,194,NA,"Increased engagement with NASA multilanguage content, resources, and subject-matter experts to inspire more EL students to pursue STEM education and degrees.",Text,Text 194,24,0,4140
plans-2023-nasa-equity-action-plan_section_header_33.p24.1,2023,nasa-equity-action-plan,plans,section-header,33,NA,Public Participation and Community Engagement:,Section header,Section header 33,24,1,4141
plans-2023-nasa-equity-action-plan_text_195_part_of_layout_list_30.p24.3,2023,nasa-equity-action-plan,plans,text,195,part_of_layout_list_30,"To further develop and implement this strategy, NASA will continue to engage in virtual listening sessions with stakeholders in the civil rights and language access advocacy communities.",Text,Text 195 - part of layout list 30,24,3,4142
plans-2023-nasa-equity-action-plan_text_196_part_of_layout_list_30.p24.4,2023,nasa-equity-action-plan,plans,text,196,part_of_layout_list_30,"NASA will continue to expand its reach to the Latino/Hispanic populations by leveraging partnerships with Hispanic-led organizations that will provide opportunities for Spanish- speaking NASA subject-matter experts to be a part of public facing events, such as conferences and panels.",Text,Text 196 - part of layout list 30,24,4,4143
plans-2023-nasa-equity-action-plan_text_197.p25.0,2023,nasa-equity-action-plan,plans,text,197,NA,Strategy #5: Equity in STEM: Engage Students to Build a Diverse Future STEM Workforce.,Text,Text 197,25,0,4144
plans-2023-nasa-equity-action-plan_text_198.p25.1,2023,nasa-equity-action-plan,plans,text,198,NA,Whole-of-Government Equity Objective: Educational Equity,Text,Text 198,25,1,4145
plans-2023-nasa-equity-action-plan_section_header_34.p25.2,2023,nasa-equity-action-plan,plans,section-header,34,NA,Collaborating Agencies:,Section header,Section header 34,25,2,4146
plans-2023-nasa-equity-action-plan_text_199.p25.3,2023,nasa-equity-action-plan,plans,text,199,NA,"NASA works with agencies through its participation on interagency committees and working groups, including the Office of Science and Technology Policy Committee on STEM (CoSTEM), the Federal Coordination in STEM (FC-STEM) subcommittee, the Interagency Working Groups on Inclusion in STEM (IWGIS) and Transparency and Accountability, the STEM engagement efforts led by the National Space Council, and the Federal Internship Community of Practice (FICOP). For the specific actions in this plan, NASA will collaborate with the NSF on the Minority University Research and Education Program (MUREP), Inclusion Across the Nation of Communities of Learners of Underrepresented Discoverers in Engineering and Science (INCLUDES) initiatives, and with the U.S. Department of Education's (ED) 21st Century Community Learning Centers (21CCLC) program.",Text,Text 199,25,3,4147
plans-2023-nasa-equity-action-plan_section_header_35.p25.4,2023,nasa-equity-action-plan,plans,section-header,35,NA,Barriers to Equity:,Section header,Section header 35,25,4,4148
plans-2023-nasa-equity-action-plan_text_200.p25.5,2023,nasa-equity-action-plan,plans,text,200,NA,"The evidence base for the identification of barriers is described in the section below, which is a combination of internal studies, public participation, and community engagement activities. NASA STEM engagement seeks to remove barriers to participation in STEM engagement and careers, especially those underrepresented in STEM by implementing evidence-based practices addressing the: lack of access to high-quality STEM education; lack of culturally relevant materials/training; importance of strategic collaborations/partnerships; limited access to NASA people, facilities, and content; and lack of awareness of STEM engagement opportunities.",Text,Text 200,25,5,4149
plans-2023-nasa-equity-action-plan_section_header_36.p25.6,2023,nasa-equity-action-plan,plans,section-header,36,NA,Evidence Base to Support Strategy:,Section header,Section header 36,25,6,4150
plans-2023-nasa-equity-action-plan_text_201.p25.7,2023,nasa-equity-action-plan,plans,text,201,NA,"Broadening participation is a fundamental prerequisite for making high-quality STEM education accessible and will maximize the creative capacity of tomorrow's workforce. 10 Furthermore, although the number of women, minorities, and persons with disabilities who participate in and earn degrees in STEM fields has grown over the past several decades, these populations are still underrepresented in STEM careers. That is, their representation in the STEM workforce is smaller than their representation in the national population. 11 The reasons for this are numerous, complex, and systemic. They include factors such as disparate access to high-quality STEM education and a lack of diverse role models. 12",Text,Text 201,25,7,4151
plans-2023-nasa-equity-action-plan_text_202.p25.8,2023,nasa-equity-action-plan,plans,text,202,NA,"Recent Government plans highlight the need for action in the area of equity in STEM. 13 The Space STEM Task Force cites 11 equity as one means to address challenges and scale efforts to develop and expand the space workforce."""" The OSTP Equity and Excellence report identifies the need to """"ensure that students, teachers, workers, communities, and others",Text,Text 202,25,8,4152
plans-2023-nasa-equity-action-plan_text_203.p26.0,2023,nasa-equity-action-plan,plans,text,203,NA,"have adequate support to participate in and contribute to science and technology throughout their lifetimes."""" A key aspirational goal in the Committee on STEM's Strategy for STEM Education is to """"increase diversity, equity, and inclusion in STEM and provide all Americans access to high-quality STEM education, especially those historically underserved and underrepresented in STEM fields.""""",Text,Text 203,26,0,4153
plans-2023-nasa-equity-action-plan_text_204.p26.1,2023,nasa-equity-action-plan,plans,text,204,NA,"NASA utilizes a performance and evaluation strategy to identify and address national barriers through evidence-building activities such as performance and participant data analyses, literature reviews, benchmarking studies, and evaluations. Findings and recommendations revealed areas in which NASA can improve efforts to engage students from groups underrepresented in STEM fields, and practices for broadening participation (e.g., institutional supports for STEM readiness, evidence-based learning practices, authentic research experiences, and high-quality mentors).",Text,Text 204,26,1,4154
plans-2023-nasa-equity-action-plan_text_205.p26.2,2023,nasa-equity-action-plan,plans,text,205,NA,Recently completed evidence-building activities include:,Text,Text 205,26,2,4155
plans-2023-nasa-equity-action-plan_text_206_part_of_layout_list_31.p26.4,2023,nasa-equity-action-plan,plans,text,206,part_of_layout_list_31,Diversity Deep Dive Study assessed the extent to which NASA investments broadened participation of groups historically underrepresented in STEM: data for the years studied indicated that enrollment data by individuals from underrepresented races and ethnicities exceeded national averages while enrollment data by women was lower than the national average.,Text,Text 206 - part of layout list 31,26,4,4156
plans-2023-nasa-equity-action-plan_text_207_part_of_layout_list_31.p26.5,2023,nasa-equity-action-plan,plans,text,207,part_of_layout_list_31,Internship Outcome Assessment Phase II measured students' immediate outcomes of participating in NASA Internships and assess how and to what extent interns are contributing to NASA's missions: data indicated that interns from underrepresented and underserved groups experienced greater gains from an internship experience.,Text,Text 207 - part of layout list 31,26,5,4157
plans-2023-nasa-equity-action-plan_text_208_part_of_layout_list_31.p26.6,2023,nasa-equity-action-plan,plans,text,208,part_of_layout_list_31,"Workforce and Career Readiness Evaluation Study examined the extent to which NASA programs broaden the NASA STEM workforce and the career readiness of early career NASA STEM professionals: data showed that mentorship is essential for a meaningful internship experience and that technical, communication, and project management training as well as learning the NASA values and organizational structure are valued.",Text,Text 208 - part of layout list 31,26,6,4158
plans-2023-nasa-equity-action-plan_text_209_part_of_layout_list_31.p26.7,2023,nasa-equity-action-plan,plans,text,209,part_of_layout_list_31,"K-12 Stakeholder Needs Assessment examined how stakeholders used NASA K-12 resources and assessed stakeholders' perceptions of NASA K-12 resources including how the resources met the needs of students from underrepresented groups: respondents cited the need for more multilingual resources, culturally relevant pedagogy, and outreach to diverse populations.",Text,Text 209 - part of layout list 31,26,7,4159
